,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,Sl No,Cast Number,Posting Date,Grade,Wt(MT),%SI,%FE,%TI,%V,%CU,%MN,OTHIMP,%AL
,268,557635,07.07.2024,W000,35.567,0.06,0.19,0.001,0.002,0.001,0.004,0.02,99.722
,269,557639,08.07.2024,W000,35.015,0.05,0.14,0.001,0.001,0.001,0.004,0.02,99.783
,270,557643,08.07.2024,W000,35.323,0.05,0.16,0.002,0.005,0.001,0.004,0.02,99.758
,271,557647,09.07.2024,W000,16.652,0.05,0.17,0.002,0.007,0.001,0.004,0.02,99.746
,272,557651,09.07.2024,W000,39.713,0.06,0.2,0.001,0.002,0.001,0.004,0.02,99.712
,273,557655,09.07.2024,W000,30.546,0.05,0.19,0.001,0.002,0.001,0.004,0.02,99.732
,274,557659,10.07.2024,W000,35.455,0.06,0.17,0.002,0.008,0.001,0.004,0.02,99.735
,275,557663,10.07.2024,W000,32.083,0.06,0.17,0.001,0.002,0.001,0.004,0.02,99.742
,276,557667,11.07.2024,W000,40.819,0.06,0.18,0.001,0.002,0.001,0.004,0.02,99.732
,277,557671,11.07.2024,W000,30.637,0.05,0.17,0.002,0.007,0.001,0.004,0.02,99.746
,278,557675,12.07.2024,W000,35.216,0.06,0.18,0.001,0.002,0.001,0.004,0.02,99.732
,279,557679,12.07.2024,W000,30.632,0.05,0.19,0.001,0.005,0.001,0.004,0.02,99.729
,280,557683,13.07.2024,W000,34.741,0.05,0.17,0.001,0.005,0.001,0.004,0.02,99.749
,281,557687,13.07.2024,W000,29.007,0.06,0.21,0.001,0.004,0.001,0.004,0.02,99.7
,282,557691,13.07.2024,W000,16.215,0.06,0.21,0.002,0.009,0.001,0.004,0.02,99.694
,283,557695,14.07.2024,W000,30.15,0.06,0.18,0.001,0.002,0.001,0.004,0.02,99.732
,284,557699,14.07.2024,W000,24.679,0.05,0.22,0.003,0.011,0.001,0.004,0.02,99.691
,285,557703,15.07.2024,W000,12.29,0.06,0.15,0.001,0.002,0.001,0.004,0.02,99.762
,286,557705,16.07.2024,W000,4.113,0.05,0.18,0.001,0.005,0.001,0.004,0.02,99.739
,287,557709,17.07.2024,W000,28.511,0.05,0.13,0.001,0.003,0.001,0.003,0.02,99.792
,288,557713,18.07.2024,W000,3.419,0.05,0.19,0.001,0.002,0.001,0.004,0.02,99.732
,289,557717,18.07.2024,W000,26.309,0.06,0.19,0.001,0.002,0.001,0.004,0.02,99.722
,290,557721,19.07.2024,W000,4.17,0.06,0.21,0.001,0.003,0.001,0.003,0.02,99.702
,291,557725,19.07.2024,W000,34.327,0.06,0.2,0.001,0.001,0.001,0.004,0.02,99.713
,292,557729,19.07.2024,W000,28.931,0.07,0.18,0.001,0.004,0.001,0.004,0.02,99.72
,293,557733,20.07.2024,W000,39.292,0.05,0.17,0.001,0.002,0.001,0.004,0.02,99.752
,294,557737,20.07.2024,W000,30.8,0.06,0.15,0.001,0.002,0.001,0.004,0.02,99.762
,295,557741,21.07.2024,W000,37.117,0.06,0.17,0.001,0.002,0.001,0.004,0.02,99.742
,296,557745,21.07.2024,W000,30.398,0.06,0.14,0.001,0.003,0.001,0.004,0.02,99.771
,297,557749,21.07.2024,W000,10.078,0.06,0.17,0.002,0.008,0.001,0.003,0.02,99.736
,298,557753,22.07.2024,W000,28.757,0.05,0.15,0.001,0.003,0.001,0.003,0.02,99.772
,299,557757,23.07.2024,W000,2.083,0.05,0.17,0.002,0.009,0.001,0.003,0.02,99.745
,300,557761,23.07.2024,W000,36.887,0.05,0.14,0.001,0.002,0.001,0.003,0.02,99.783
,301,557765,23.07.2024,W000,35.099,0.06,0.13,0.001,0.003,0.001,0.003,0.02,99.782
,302,557769,24.07.2024,W000,20.751,0.06,0.18,0.002,0.004,0.001,0.003,0.02,99.73
,303,557773,24.07.2024,W000,34.997,0.06,0.21,0.002,0.006,0.001,0.004,0.02,99.697
,304,557777,24.07.2024,W000,13.033,0.06,0.25,0.002,0.007,0.001,0.004,0.02,99.656
,305,557781,25.07.2024,W000,28.697,0.06,0.18,0.001,0.001,0.001,0.004,0.02,99.733
,306,557785,26.07.2024,W000,20.803,0.06,0.15,0.001,0.002,0.001,0.003,0.02,99.763
,307,557789,26.07.2024,W000,33.115,0.06,0.16,0.001,0.002,0.001,0.003,0.02,99.753
,308,557793,26.07.2024,W000,31.442,0.06,0.15,0.001,0.002,0.001,0.004,0.02,99.762
,309,557797,27.07.2024,W000,29.31,0.06,0.2,0.002,0.008,0.001,0.004,0.02,99.705
,310,557801,27.07.2024,W000,31.485,0.05,0.12,0.002,0.005,0.001,0.003,0.02,99.799
,311,557805,27.07.2024,W000,8.34,0.06,0.14,0.001,0.002,0.001,0.003,0.02,99.773
,312,557809,28.07.2024,W000,33.512,0.06,0.15,0.001,0.006,0.001,0.003,0.02,99.759
,313,557813,28.07.2024,W000,24.351,0.06,0.16,0.001,0.002,0.001,0.003,0.02,99.753
,314,557817,29.07.2024,W000,32.934,0.06,0.21,0.001,0.002,0.001,0.004,0.02,99.702
,315,557821,29.07.2024,W000,25.14,0.06,0.16,0.003,0.008,0.001,0.003,0.02,99.745
,316,557825,30.07.2024,W000,31.285,0.06,0.2,0.001,0.002,0.001,0.004,0.02,99.712
,317,557829,30.07.2024,W000,24.768,0.06,0.19,0.001,0.001,0.001,0.004,0.02,99.723
,318,557833,31.07.2024,W000,17.97,0.06,0.17,0.001,0.001,0.001,0.004,0.02,99.743
,319,557837,31.07.2024,W000,33.285,0.06,0.2,0.001,0.002,0.001,0.004,0.02,99.712
,320,557841,31.07.2024,W000,20.999,0.06,0.23,0.001,0.003,0.001,0.004,0.02,99.681
,321,557845,01.08.2024,W000,22.949,0.05,0.21,0.001,0.002,0.001,0.004,0.02,99.712
,322,557849,01.08.2024,W000,28.991,0.06,0.21,0.002,0.005,0.001,0.004,0.02,99.698
,323,557853,01.08.2024,W000,8.264,0.06,0.23,0.003,0.01,0.001,0.004,0.02,99.672
,324,557857,02.08.2024,W000,26.593,0.06,0.23,0.001,0.003,0.001,0.004,0.02,99.681
,325,557861,02.08.2024,W000,28.992,0.06,0.17,0.001,0.003,0.001,0.004,0.02,99.741
,326,557865,03.08.2024,W000,28.599,0.06,0.16,0.002,0.003,0.001,0.004,0.02,99.75
,327,557869,03.08.2024,W000,20.621,0.06,0.23,0.003,0.008,0.001,0.004,0.02,99.674
,328,557873,03.08.2024,W000,26.386,0.06,0.17,0.003,0.011,0.001,0.004,0.02,99.731
,329,557877,04.08.2024,W000,24.758,0.06,0.18,0.001,0.003,0.001,0.004,0.02,99.731
,330,557881,04.08.2024,W000,34.896,0.05,0.21,0.003,0.011,0.001,0.004,0.02,99.701
,331,557885,05.08.2024,W000,30.712,0.06,0.18,0.001,0.001,0.001,0.004,0.02,99.733
,332,557889,05.08.2024,W000,30.738,0.06,0.23,0.001,0.002,0.001,0.004,0.02,99.682
,333,557893,05.08.2024,W000,20.704,0.06,0.17,0.001,0.002,0.001,0.003,0.02,99.743
,334,557897,06.08.2024,W000,35.065,0.06,0.17,0.001,0.002,0.001,0.003,0.02,99.743
,335,557901,07.08.2024,W000,26.32,0.06,0.19,0.001,0.001,0.001,0.003,0.02,99.724
,336,557905,07.08.2024,W000,36.93,0.06,0.22,0.002,0.002,0.001,0.003,0.02,99.692
,337,557909,08.08.2024,W000,41.076,0.06,0.18,0.003,0.01,0.001,0.003,0.02,99.723
,338,557913,08.08.2024,W000,34.667,0.06,0.21,0.001,0.003,0.001,0.003,0.02,99.702
,339,557917,08.08.2024,W000,10.299,0.06,0.16,0.001,0.002,0.001,0.003,0.02,99.753
,340,557921,09.08.2024,W000,30.002,0.06,0.15,0.002,0.006,0.001,0.003,0.02,99.758
,341,557925,10.08.2024,W000,16.054,0.06,0.17,0.001,0.003,0.001,0.003,0.02,99.742
,342,557929,10.08.2024,W000,32.85,0.06,0.21,0.004,0.011,0.001,0.003,0.02,99.691
,343,557933,10.08.2024,W000,30.985,0.06,0.17,0.002,0.003,0.001,0.003,0.02,99.741
,344,557937,11.08.2024,W000,21.851,0.05,0.14,0.001,0.002,0.001,0.003,0.02,99.783
,345,557941,12.08.2024,W000,28.866,0.06,0.14,0.001,0.002,0.001,0.004,0.02,99.772
,346,557945,12.08.2024,W000,33.986,0.06,0.17,0.001,0.002,0.001,0.003,0.02,99.743
,347,557949,13.08.2024,W000,23.027,0.06,0.21,0.001,0.002,0.001,0.003,0.02,99.703
,348,557953,15.08.2024,W000,22.341,0.06,0.17,0.001,0.003,0.001,0.003,0.02,99.742
,349,557957,15.08.2024,W000,21.914,0.06,0.15,0.002,0.003,0.001,0.003,0.02,99.761
,350,557961,15.08.2024,W000,4.109,0.06,0.2,0.001,0.002,0.001,0.003,0.02,99.713
,351,557965,16.08.2024,W000,36.618,0.06,0.16,0.002,0.006,0.001,0.003,0.02,99.748
,352,557969,16.08.2024,W000,8.166,0.06,0.2,0.002,0.004,0.001,0.003,0.02,99.71
,353,557973,17.08.2024,W000,27.863,0.06,0.13,0.001,0.001,0.001,0.003,0.02,99.784
,354,557977,18.08.2024,W000,30.625,0.06,0.18,0.001,0.003,0.001,0.003,0.02,99.732
,355,557981,18.08.2024,W000,28.377,0.06,0.16,0.001,0.001,0.001,0.003,0.02,99.754
,356,557985,19.08.2024,W000,6.16,0.06,0.13,0.001,0.002,0.001,0.003,0.02,99.783
,357,557989,19.08.2024,W000,33.488,0.06,0.17,0.001,0.002,0.001,0.003,0.02,99.743
,358,557993,19.08.2024,W000,29.193,0.06,0.19,0.001,0.002,0.001,0.003,0.02,99.723
,359,557997,20.08.2024,W000,26.716,0.06,0.16,0.001,0.002,0.001,0.003,0.02,99.753
,360,558001,20.08.2024,W000,32.93,0.05,0.18,0.001,0.002,0.001,0.003,0.02,99.743
,361,558005,21.08.2024,W000,30.732,0.06,0.16,0.001,0.004,0.001,0.003,0.02,99.751
,362,558009,21.08.2024,W000,30.786,0.06,0.17,0.003,0.01,0.001,0.003,0.02,99.733
,363,558013,22.08.2024,W000,12.338,0.05,0.2,0.002,0.008,0.001,0.003,0.02,99.716
,364,558017,22.08.2024,W000,36.633,0.06,0.16,0.001,0.002,0.001,0.003,0.02,99.753
,365,558021,22.08.2024,W000,26.506,0.06,0.16,0.002,0.004,0.001,0.003,0.02,99.75
,366,558025,23.08.2024,W000,40.906,0.06,0.14,0.001,0.001,0.001,0.003,0.02,99.774
,367,558029,23.08.2024,W000,28.675,0.06,0.2,0.004,0.012,0.001,0.004,0.02,99.699
,368,558033,24.08.2024,W000,34.929,0.05,0.17,0.001,0.003,0.001,0.003,0.02,99.752
,369,558037,24.08.2024,W000,34.606,0.06,0.19,0.001,0.002,0.001,0.004,0.02,99.722
,370,558041,25.08.2024,W000,41.057,0.06,0.19,0.001,0.001,0.001,0.003,0.02,99.724
,371,558045,25.08.2024,W000,37.038,0.06,0.19,0.004,0.013,0.001,0.003,0.02,99.709
,372,558049,26.08.2024,W000,34.731,0.05,0.15,0.001,0.001,0.001,0.004,0.02,99.773
,373,558053,26.08.2024,W000,36.64,0.06,0.15,0.001,0.002,0.001,0.004,0.02,99.762
,374,558057,27.08.2024,W000,28.576,0.06,0.2,0.002,0.003,0.001,0.004,0.02,99.71
,375,558061,28.08.2024,W000,24.704,0.06,0.2,0.001,0.002,0.001,0.004,0.02,99.712
,376,558065,28.08.2024,W000,34.964,0.06,0.19,0.001,0.002,0.001,0.004,0.02,99.722
,377,558069,28.08.2024,W000,8.213,0.06,0.21,0.002,0.007,0.001,0.003,0.02,99.697
,378,558073,29.08.2024,W000,32.887,0.06,0.24,0.002,0.006,0.001,0.004,0.02,99.667
,379,558077,30.08.2024,W000,14.394,0.06,0.32,0.001,0.002,0.001,0.004,0.02,99.592
,380,558081,30.08.2024,W000,39.312,0.06,0.25,0.003,0.012,0.001,0.004,0.02,99.65
,381,558085,30.08.2024,W000,30.663,0.06,0.3,0.001,0.002,0.001,0.004,0.02,99.612
,382,558089,31.08.2024,W000,39.439,0.06,0.19,0.001,0.002,0.001,0.004,0.02,99.722
,383,558093,31.08.2024,W000,30.951,0.06,0.2,0.001,0.002,0.001,0.004,0.02,99.712
,384,656573,01.03.2024,W000,23.109,0.06,0.18,0.001,0.005,0.001,0.005,0.02,99.728
,385,656579,01.03.2024,W000,27.069,0.06,0.18,0.001,0.003,0.001,0.005,0.02,99.73
,386,656583,02.03.2024,W000,27.42,0.06,0.15,0.001,0.002,0.001,0.004,0.02,99.762
,387,656587,02.03.2024,W000,31.538,0.06,0.14,0.002,0.007,0.001,0.005,0.02,99.765
,388,656591,03.03.2024,W000,29.61,0.07,0.13,0.001,0.002,0.001,0.005,0.02,99.771
,389,656595,03.03.2024,W000,35.798,0.06,0.13,0.001,0.003,0.001,0.004,0.02,99.781
,390,656599,04.03.2024,W000,31.694,0.06,0.14,0.001,0.004,0.001,0.005,0.02,99.769
,391,656603,04.03.2024,W000,25.228,0.06,0.16,0.001,0.005,0.001,0.005,0.02,99.748
,392,656607,05.03.2024,W000,10.572,0.06,0.17,0.002,0.009,0.001,0.005,0.02,99.733
,393,656611,05.03.2024,W000,8.722,0.06,0.14,0.001,0.003,0.001,0.004,0.02,99.771
,394,656613,05.03.2024,W000,21.415,0.06,0.15,0.002,0.01,0.001,0.005,0.02,99.752
,395,656617,05.03.2024,W000,32.213,0.06,0.14,0.001,0.003,0.001,0.004,0.02,99.771
,396,656621,06.03.2024,W000,32.234,0.06,0.14,0.001,0.002,0.001,0.004,0.02,99.772
,397,656625,06.03.2024,W000,30.091,0.06,0.13,0.002,0.007,0.001,0.005,0.02,99.775
,398,656629,07.03.2024,W000,21.235,0.06,0.12,0.001,0.003,0.001,0.004,0.02,99.791
,399,656633,07.03.2024,W000,29.351,0.06,0.15,0.001,0.004,0.001,0.004,0.02,99.76
,400,656637,07.03.2024,W000,20.814,0.06,0.14,0.002,0.013,0.001,0.004,0.02,99.76
,401,656641,08.03.2024,W000,36.12,0.06,0.14,0.001,0.002,0.001,0.005,0.02,99.771
,402,656645,08.03.2024,W000,27.306,0.06,0.14,0.001,0.002,0.001,0.004,0.02,99.772
,403,656649,09.03.2024,W000,20.157,0.06,0.15,0.001,0.006,0.001,0.005,0.02,99.757
,404,656655,10.03.2024,W000,25.57,0.06,0.16,0.001,0.002,0.001,0.004,0.02,99.752
,405,656659,10.03.2024,W000,22.631,0.06,0.13,0.003,0.014,0.001,0.005,0.02,99.767
,406,656663,10.03.2024,W000,8.377,0.06,0.15,0.001,0.003,0.001,0.005,0.02,99.76
,407,656667,11.03.2024,W000,29.818,0.06,0.17,0.001,0.002,0.001,0.006,0.02,99.74
,408,656671,11.03.2024,W000,24.735,0.06,0.16,0.002,0.009,0.001,0.005,0.02,99.743
,409,656675,12.03.2024,W000,16.433,0.06,0.13,0.001,0.002,0.001,0.005,0.02,99.781
,410,656679,12.03.2024,W000,32.691,0.06,0.14,0.001,0.002,0.001,0.005,0.02,99.771
,411,656683,13.03.2024,W000,34.407,0.06,0.14,0.001,0.002,0.001,0.005,0.02,99.771
,412,656687,13.03.2024,W000,26.61,0.06,0.16,0.002,0.009,0.001,0.005,0.02,99.743
,413,656691,14.03.2024,W000,31.06,0.05,0.13,0.001,0.002,0.001,0.005,0.02,99.791
,414,656695,15.03.2024,W000,8.065,0.05,0.16,0.001,0.003,0.001,0.005,0.02,99.76
,415,656699,15.03.2024,W000,27.597,0.06,0.14,0.001,0.002,0.001,0.005,0.02,99.771
,416,656705,16.03.2024,W000,10.884,0.06,0.13,0.001,0.002,0.001,0.005,0.02,99.781
,417,656709,16.03.2024,W000,26.489,0.06,0.15,0.001,0.002,0.001,0.005,0.02,99.761
,418,656713,17.03.2024,W000,4.074,0.07,0.19,0.001,0.003,0.001,0.005,0.02,99.71
,419,656717,17.03.2024,W000,27.87,0.06,0.18,0.001,0.002,0.001,0.005,0.02,99.731
,420,656721,18.03.2024,W000,6.07,0.06,0.17,0.001,0.003,0.001,0.005,0.02,99.74
,421,656725,18.03.2024,W000,30.58,0.06,0.15,0.001,0.002,0.001,0.005,0.02,99.761
,422,656731,19.03.2024,W000,30.557,0.06,0.13,0.001,0.002,0.001,0.005,0.02,99.781
,423,656735,20.03.2024,W000,26.97,0.06,0.14,0.001,0.002,0.001,0.005,0.02,99.771
,424,656739,20.03.2024,W000,35.099,0.06,0.14,0.001,0.004,0.001,0.005,0.02,99.769
,425,656743,21.03.2024,W000,18.691,0.06,0.15,0.001,0.003,0.001,0.005,0.02,99.76
,426,656747,21.03.2024,W000,32.763,0.07,0.14,0.001,0.004,0.001,0.005,0.02,99.759
,427,656751,21.03.2024,W000,16.308,0.06,0.16,0.003,0.01,0.001,0.005,0.02,99.741
,428,656755,22.03.2024,W000,32.727,0.05,0.14,0.001,0.003,0.001,0.005,0.02,99.78
,429,656759,22.03.2024,W000,26.56,0.06,0.16,0.001,0.002,0.001,0.005,0.02,99.751
,430,656763,23.03.2024,W000,28.852,0.06,0.14,0.001,0.005,0.001,0.005,0.02,99.768
,431,656767,23.03.2024,W000,26.969,0.06,0.17,0.001,0.002,0.001,0.005,0.02,99.741
,432,656771,24.03.2024,W000,30.997,0.06,0.14,0.001,0.003,0.001,0.005,0.02,99.77
,433,656775,24.03.2024,W000,34.688,0.06,0.13,0.001,0.003,0.001,0.005,0.02,99.78
,434,656779,24.03.2024,W000,8.293,0.06,0.15,0.001,0.004,0.001,0.005,0.02,99.759
,435,656783,25.03.2024,W000,22.745,0.06,0.15,0.001,0.002,0.001,0.004,0.02,99.762
,436,656787,25.03.2024,W000,20.666,0.06,0.14,0.001,0.003,0.001,0.005,0.02,99.77
,437,656791,26.03.2024,W000,24.875,0.06,0.17,0.001,0.002,0.001,0.005,0.02,99.741
,438,656795,26.03.2024,W000,30.082,0.06,0.16,0.001,0.002,0.001,0.004,0.02,99.752
,439,656799,27.03.2024,W000,33.074,0.06,0.15,0.001,0.002,0.001,0.004,0.02,99.762
,440,656803,27.03.2024,W000,26.791,0.06,0.13,0.001,0.003,0.001,0.004,0.02,99.781
,441,656807,28.03.2024,W000,8.255,0.06,0.2,0.001,0.004,0.001,0.004,0.02,99.71
,442,656811,28.03.2024,W000,29.516,0.06,0.13,0.001,0.002,0.001,0.004,0.02,99.782
,443,656815,28.03.2024,W000,27.763,0.06,0.17,0.001,0.004,0.001,0.004,0.02,99.74
,444,656819,29.03.2024,W000,31.076,0.06,0.13,0.001,0.004,0.001,0.004,0.02,99.78
,445,656823,29.03.2024,W000,29.049,0.06,0.13,0.001,0.002,0.001,0.004,0.02,99.782
,446,656827,30.03.2024,W000,30.453,0.06,0.16,0.001,0.003,0.001,0.005,0.02,99.75
,447,656831,30.03.2024,W000,18.594,0.06,0.17,0.002,0.012,0.001,0.004,0.02,99.731
,448,656835,30.03.2024,W000,22.829,0.06,0.15,0.001,0.003,0.001,0.004,0.02,99.761
,449,656839,31.03.2024,W000,28.815,0.06,0.16,0.001,0.003,0.001,0.005,0.02,99.75
,450,656843,31.03.2024,W000,28.981,0.06,0.14,0.002,0.008,0.001,0.004,0.02,99.765
,451,656847,01.04.2024,W000,22.823,0.06,0.16,0.001,0.002,0.001,0.005,0.02,99.751
,452,656851,01.04.2024,W000,26.213,0.06,0.18,0.001,0.002,0.001,0.005,0.02,99.731
,453,656855,01.04.2024,W000,16.612,0.06,0.14,0.001,0.002,0.001,0.004,0.02,99.772
,454,656859,02.04.2024,W000,18.074,0.06,0.17,0.002,0.003,0.001,0.004,0.02,99.74
,455,656861,02.04.2024,W000,4.241,0.06,0.14,0.001,0.006,0.001,0.004,0.02,99.768
,456,656865,03.04.2024,W000,32.74,0.06,0.16,0.002,0.007,0.001,0.004,0.02,99.746
,457,656869,04.04.2024,W000,8.162,0.06,0.16,0.001,0.004,0.001,0.005,0.02,99.749
,458,656873,04.04.2024,W000,30.548,0.06,0.15,0.001,0.002,0.001,0.004,0.02,99.762
,459,656877,04.04.2024,W000,28.564,0.06,0.14,0.003,0.008,0.001,0.004,0.02,99.764
,460,656881,05.04.2024,W000,32.644,0.06,0.15,0.001,0.003,0.001,0.004,0.02,99.761
,461,656885,05.04.2024,W000,30.72,0.06,0.16,0.002,0.005,0.001,0.004,0.02,99.748
,462,656889,06.04.2024,W000,28.478,0.05,0.15,0.001,0.003,0.001,0.004,0.02,99.771
,463,656893,06.04.2024,W000,28.567,0.06,0.14,0.002,0.006,0.001,0.004,0.02,99.767
,464,656897,07.04.2024,W000,14.259,0.06,0.2,0.002,0.005,0.001,0.005,0.02,99.707
,465,656901,07.04.2024,W000,30.668,0.05,0.16,0.004,0.011,0.001,0.005,0.02,99.749
,466,656905,07.04.2024,W000,26.552,0.06,0.2,0.002,0.006,0.001,0.004,0.02,99.707
,467,656909,08.04.2024,W000,28.813,0.06,0.17,0.002,0.004,0.001,0.004,0.02,99.739
,468,656913,08.04.2024,W000,31.843,0.09,0.16,0.003,0.01,0.001,0.004,0.02,99.712
,469,656917,09.04.2024,W000,32.732,0.06,0.15,0.002,0.008,0.001,0.004,0.02,99.755
,470,656921,09.04.2024,W000,24.249,0.06,0.13,0.002,0.005,0.001,0.004,0.02,99.778
,471,656925,10.04.2024,W000,34.691,0.06,0.18,0.002,0.005,0.001,0.004,0.02,99.728
,472,656929,10.04.2024,W000,36.738,0.06,0.16,0.001,0.003,0.001,0.004,0.02,99.751
,473,656933,11.04.2024,W000,22.457,0.05,0.13,0.002,0.005,0.001,0.004,0.02,99.788
,474,656937,11.04.2024,W000,30.757,0.06,0.15,0.001,0.005,0.001,0.004,0.02,99.759
,475,656941,11.04.2024,W000,16.587,0.06,0.19,0.001,0.004,0.001,0.004,0.02,99.72
,476,656945,12.04.2024,W000,22.491,0.06,0.14,0.001,0.002,0.001,0.004,0.02,99.772
,477,656949,12.04.2024,W000,22.56,0.06,0.15,0.003,0.01,0.001,0.004,0.02,99.752
,478,656953,13.04.2024,W000,30.765,0.06,0.14,0.003,0.009,0.001,0.004,0.02,99.763
,479,656957,13.04.2024,W000,35.021,0.06,0.13,0.002,0.008,0.001,0.004,0.02,99.775
,480,656961,14.04.2024,W000,23.798,0.06,0.17,0.001,0.005,0.001,0.004,0.02,99.739
,481,656965,14.04.2024,W000,30.741,0.06,0.12,0.002,0.007,0.001,0.003,0.02,99.787
,482,656969,15.04.2024,W000,32.864,0.06,0.14,0.001,0.003,0.001,0.004,0.02,99.771
,483,656973,15.04.2024,W000,29.314,0.06,0.14,0.001,0.006,0.001,0.004,0.02,99.768
,484,656977,16.04.2024,W000,18.048,0.06,0.14,0.004,0.012,0.001,0.003,0.02,99.76
,485,656981,16.04.2024,W000,18.037,0.06,0.14,0.001,0.003,0.001,0.003,0.02,99.772
,486,656985,16.04.2024,W000,34.194,0.06,0.14,0.001,0.003,0.001,0.004,0.02,99.771
,487,656989,17.04.2024,W000,20.021,0.06,0.13,0.002,0.004,0.001,0.004,0.02,99.779
,488,656995,18.04.2024,W000,32.415,0.06,0.13,0.002,0.004,0.001,0.004,0.02,99.779
,489,656997,18.04.2024,W000,32.68,0.06,0.14,0.002,0.009,0.001,0.004,0.02,99.764
,490,656999,19.04.2024,W000,2.005,0.06,0.14,0.001,0.001,0.001,0.004,0.02,99.773
,491,657003,19.04.2024,W000,28.545,0.06,0.13,0.001,0.007,0.001,0.004,0.02,99.777
,492,657007,19.04.2024,W000,30.68,0.06,0.13,0.001,0.002,0.001,0.003,0.02,99.783
,493,657011,20.04.2024,W000,32.632,0.06,0.15,0.001,0.002,0.001,0.004,0.02,99.762
,494,657015,20.04.2024,W000,28.733,0.05,0.14,0.003,0.004,0.001,0.004,0.02,99.778
,495,657019,20.04.2024,W000,9.835,0.06,0.16,0.001,0.002,0.001,0.004,0.02,99.752
,496,657023,21.04.2024,W000,32.622,0.06,0.13,0.005,0.012,0.001,0.004,0.02,99.768
,497,657027,21.04.2024,W000,24.423,0.06,0.14,0.001,0.001,0.001,0.004,0.02,99.773
,498,657031,22.04.2024,W000,28.456,0.06,0.15,0.002,0.007,0.001,0.004,0.02,99.756
,499,657035,22.04.2024,W000,22.315,6.06,0.14,0.001,0.002,0.001,0.004,0.02,93.772
,500,657039,23.04.2024,W000,27.83,0.06,0.16,0.001,0.003,0.001,0.004,0.02,99.751
,501,657043,23.04.2024,W000,24.389,0.06,0.15,0.001,0.002,0.001,0.004,0.02,99.762
,502,657047,24.04.2024,W000,19.987,0.06,0.13,0.002,0.003,0.001,0.004,0.02,99.78
,503,657051,24.04.2024,W000,32.445,0.06,0.15,0.002,0.004,0.001,0.004,0.02,99.759
,504,657055,25.04.2024,W000,14.365,0.06,0.15,0.004,0.01,0.001,0.004,0.02,99.751
,505,657059,26.04.2024,W000,14.356,0.06,0.15,0.001,0.002,0.001,0.004,0.02,99.762
,506,657063,26.04.2024,W000,25.86,0.06,0.16,0.001,0.002,0.001,0.004,0.02,99.752
,507,657067,27.04.2024,W000,14.479,0.06,0.29,0.003,0.006,0.001,0.005,0.02,99.615
,508,657071,27.04.2024,W000,30.928,0.06,0.17,0.003,0.008,0.001,0.004,0.02,99.734
,509,657075,27.04.2024,W000,26.853,0.06,0.14,0.001,0.002,0.001,0.004,0.02,99.772
,510,657079,28.04.2024,W000,20.041,0.05,0.16,0.001,0.002,0.001,0.004,0.02,99.762
,511,657083,28.04.2024,W000,28.717,0.05,0.17,0.001,0.002,0.001,0.004,0.02,99.752
,512,657087,29.04.2024,W000,27.534,0.06,0.18,0.002,0.004,0.001,0.004,0.02,99.729
,513,657091,29.04.2024,W000,27.755,0.06,0.14,0.004,0.012,0.001,0.004,0.02,99.759
,514,657095,30.04.2024,W000,13.057,0.06,0.16,0.002,0.006,0.001,0.004,0.02,99.747
,515,657099,30.04.2024,W000,22.945,0.05,0.14,0.004,0.012,0.001,0.004,0.02,99.769
,516,657105,30.04.2024,W000,20.737,0.06,0.17,0.003,0.006,0.001,0.004,0.02,99.736
,517,657109,01.05.2024,W000,24.963,0.06,0.16,0.002,0.006,0.001,0.004,0.02,99.747
,518,657113,01.05.2024,W000,30.825,0.06,0.17,0.002,0.006,0.001,0.004,0.02,99.737
,519,657117,02.05.2024,W000,30.914,0.06,0.15,0.004,0.012,0.001,0.004,0.02,99.749
,520,657121,02.05.2024,W000,24.499,0.06,0.15,0.005,0.013,0.001,0.004,0.02,99.747
,521,657125,03.05.2024,W000,12.35,0.06,0.17,0.002,0.004,0.001,0.004,0.02,99.739
,522,657129,03.05.2024,W000,26.608,0.06,0.15,0.005,0.011,0.001,0.004,0.02,99.749
,523,657133,03.05.2024,W000,30.558,0.05,0.17,0.002,0.003,0.001,0.004,0.02,99.75
,524,657137,04.05.2024,W000,31.097,0.06,0.16,0.001,0.002,0.001,0.004,0.02,99.752
,525,657141,04.05.2024,W000,16.305,0.06,0.2,0.004,0.009,0.001,0.004,0.02,99.702
,526,657145,05.05.2024,W000,32.941,0.05,0.15,0.002,0.003,0.001,0.004,0.02,99.77
,527,657149,05.05.2024,W000,28.054,0.07,0.017,0.001,0.003,0.001,0.004,0.02,99.884
,528,657153,06.05.2024,W000,22.683,0.05,0.15,0.001,0.002,0.001,0.003,0.02,99.773
,529,657157,06.05.2024,W000,30.655,0.06,0.14,0.003,0.008,0.001,0.004,0.02,99.764
,530,657161,07.05.2024,W000,14.377,0.06,0.17,0.001,0.002,0.001,0.004,0.02,99.742
,531,657165,08.05.2024,W000,26.793,0.06,0.13,0.002,0.004,0.001,0.003,0.02,99.78
,532,657169,08.05.2024,W000,28.942,0.06,0.16,0.005,0.012,0.001,0.003,0.02,99.739
,533,657173,08.05.2024,W000,5.829,0.06,0.13,0.001,0.002,0.001,0.003,0.02,99.783
,534,657179,11.05.2024,W000,33.135,0.05,0.16,0.001,0.002,0.001,0.004,0.02,99.762
