Elongation,UTS,Conductivity
1.2213036975010731,-0.49028120444802986,0.43683874623568686
-0.7070705617111481,-0.5146194881768344,0.46475176516448474
-1.1628681138885826,-0.5754651974988458,0.45358655759296546
-0.25127300953371373,-0.538957771905639,0.47033436895024444
-1.3381748647260572,-0.4659429207192253,0.44242135002144656
-0.8473159623811279,-0.4294354951260184,0.4591691613787251
-0.9525000128836124,-0.5584283988886827,0.4480039538072062
-0.35645706003619876,-0.47324440583786664,0.46475176516448474
-1.268052164391067,-0.507318003058193,0.47033436895024444
-0.8823773125486227,-0.5170533165497149,0.4591691613787251
-1.1278067637210871,-0.4391708086175402,0.4759169727360041
-0.5317638108736734,-0.592501996109009,0.45358655759296546
1.2213036975010731,-0.49028120444802986,0.43683874623568686
1.2213036975010731,-0.49028120444802986,0.43683874623568686
1.2213036975010731,-0.49028120444802986,0.43683874623568686
1.2213036975010731,-0.49028120444802986,0.43683874623568686
1.2213036975010731,-0.49028120444802986,0.43683874623568686
-0.9525000128836124,-0.5584283988886827,0.4480039538072062
-0.5317638108736734,-0.5876343393632482,0.46475176516448474
-0.1811503091987241,1.7245026148731866,0.43683874623568686
-0.5317638108736734,-0.709325758007271,0.43683874623568686
-0.5317638108736734,-0.709325758007271,0.43683874623568686
-0.1811503091987241,1.7245026148731866,0.43683874623568686
-0.1811503091987241,1.7245026148731866,0.43683874623568686
-0.1811503091987241,1.7245026148731866,0.43683874623568686
-0.1811503091987241,1.7245026148731866,0.43683874623568686
-0.1811503091987241,1.7245026148731866,0.43683874623568686
-0.1811503091987241,1.7245026148731866,0.43683874623568686
-0.1811503091987241,1.7245026148731866,0.43683874623568686
-0.1811503091987241,1.7245026148731866,0.43683874623568686
-0.1811503091987241,-0.7580023254648802,-2.354463146644103
2.273144202525921,-0.7580023254648802,-2.298637108786507
2.273144202525921,-0.7580023254648802,-2.298637108786507
2.273144202525921,-0.7580023254648802,-2.298637108786507
-0.1811503091987241,-0.6849874742784664,-2.075332957356124
-0.1811503091987241,-0.6849874742784664,-2.075332957356124
