EMUL_OIL_L_TEMP_PV_VAL0,STAND_OIL_L_TEMP_PV_REAL_VAL0,GEAR_OIL_L_TEMP_PV_REAL_VAL0,EMUL_OIL_L_PR_VAL0,QUENCH_CW_FLOW_EXIT_VAL0,CAST_WHEEL_RPM_VAL0,BAR_TEMP_VAL0,QUENCH_CW_FLOW_ENTRY_VAL0,GEAR_OIL_L_PR_VAL0,STANDS_OIL_L_PR_VAL0,TUNDISH_TEMP_VAL0,BATH_TEMP_F7_VAL0,BATH_TEMP_F8_VAL0,RM_MOTOR_COOL_WATER__VAL0,ROLL_MILL_AMPS_VAL0,RM_COOL_WATER_FLOW_VAL0,EMULSION_LEVEL_ANALO_VAL0,pctAL
60.28091595,54.97856995,57.94309218,1.775085173,9.155348537,2.021733616,587.4777656,242.5189557,1.930485348,2.014832197,695.5546773,722.3826957,673.4500109,1.152375794,350.2030184,208.5918936,1212.963153,99.7121139
60.2843217,54.98475985,57.96148089,1.774928676,9.155821555,2.021719141,587.42667,242.5532003,1.930586707,2.014677501,695.5912895,722.480731,672.0712228,1.153206575,350.1097806,208.5993541,1212.919465,99.71211037
60.28120093,54.95855228,57.93601234,1.77481054,9.155990199,2.02191957,587.8080126,242.5505886,1.930671101,2.014767783,695.3651736,722.3201579,672.1980064,1.152949987,350.2466389,208.5914686,1212.934501,99.71233976
60.28190531,54.98664334,57.94354827,1.774714405,9.157209773,2.021683928,587.6404289,242.5642883,1.930719227,2.014753998,695.4497336,722.2642479,671.5137231,1.152398557,350.3621267,208.5952645,1212.875829,99.71209159
60.28249195,54.98416419,57.95800678,1.774595338,9.156469578,2.021662897,587.5494654,242.5637105,1.930430755,2.01473363,695.5381033,722.5174347,673.4034163,1.152996292,350.8620634,208.5944336,1212.956812,99.71187077
60.28533728,54.96890001,57.95587908,1.774854341,9.156241499,2.021729953,587.5925013,242.5307677,1.930802462,2.014983115,695.3648646,722.4111619,673.2860639,1.153152474,350.7327923,208.588199,1212.934478,99.71236764
60.28465903,54.96400681,57.93205796,1.774539253,9.156371888,2.021957013,587.7226896,242.5335691,1.930404511,2.014740792,695.4588461,722.2954437,672.3671156,1.152947546,350.4077908,208.5885165,1212.918074,99.71191019
60.28235784,54.99439758,57.95817826,1.774680877,9.156605332,2.021867878,587.5455405,242.5470307,1.930440944,2.01480423,695.3361245,722.3934452,673.339353,1.153296346,350.324187,208.586619,1212.937355,99.71228505
60.28032046,54.99635794,57.94902165,1.775098975,9.15625483,2.021708279,587.3844429,242.5868182,1.930390226,2.014595016,695.4535524,722.4389618,671.685224,1.153598282,350.7611728,208.5702004,1212.914046,99.71163242
60.28396004,54.97217781,57.95115475,1.774879238,9.157198379,2.02187786,587.6219085,242.5752521,1.93076829,2.015050148,695.5275712,722.3077497,673.0748649,1.152845976,350.3758329,208.575107,1212.925606,99.71223937
60.28211042,54.98172699,57.94408649,1.774814679,9.155830213,2.021936543,587.3488277,242.5545996,1.930224833,2.015099834,695.4048595,722.3687177,671.4417466,1.153132716,350.0481887,208.5702444,1212.885687,99.71239728
60.27826742,54.96172667,57.94789326,1.774911497,9.155981394,2.021859079,587.7867325,242.5845453,1.930090894,2.015104682,695.3726776,722.3814713,672.6043557,1.153025247,350.3198104,208.5825876,1212.964912,99.71202292
60.28125023,54.98988904,57.93771127,1.77462901,9.155908499,2.021812983,587.579614,242.5464758,1.930447196,2.014967592,695.5130201,722.358326,672.1654394,1.15366354,350.5312113,208.5934857,1212.938198,99.71175682
60.27721021,54.96194776,57.96102842,1.774780084,9.156492892,2.021755299,587.6562681,242.5323356,1.929974727,2.014855127,695.4110817,722.3427503,673.3079773,1.153519894,350.4588358,208.5898123,1212.922079,99.71199256
60.28165683,54.98153747,57.9538435,1.774992438,9.156876951,2.021787835,587.5803741,242.5856483,1.930452212,2.014792099,695.4248741,722.3971308,671.6031425,1.153410098,350.6483134,208.5969384,1212.966002,99.71239653
60.27864788,54.96378096,57.94965872,1.775123535,9.155997233,2.02183452,587.3620188,242.5366416,1.930184888,2.014909144,695.5143144,722.3977375,671.6007899,1.152735831,350.0018451,208.5976792,1212.910505,99.71196095
60.28395596,54.97078689,57.9380687,1.774773882,9.157120654,2.021751316,587.5831603,242.5620673,1.930543364,2.01464563,695.4541419,722.2778864,672.2576873,1.153244377,350.6313143,208.5917754,1212.958371,99.71165105
60.27774446,54.97023414,57.94748462,1.774947429,9.155451561,2.02169861,587.4946744,242.5346635,1.930514497,2.014598417,695.4634566,722.4580543,672.6311336,1.153254032,349.930908,208.5962328,1212.925779,99.71165232
60.28005925,54.98965638,57.95766743,1.774566787,9.15533766,2.021805234,587.4959859,242.5465666,1.930375951,2.014618156,695.5766478,722.3836667,673.2009116,1.153042881,350.6386215,208.5707805,1212.921131,99.71233965
60.28314779,54.97650029,57.93588786,1.774632473,9.156694748,2.021730902,587.526746,242.587974,1.930503867,2.014676908,695.5051538,722.2954261,672.1391895,1.152842865,350.207803,208.5987372,1212.877534,99.71232058
60.28011393,54.95429563,57.9322842,1.774730852,9.155598566,2.021746722,587.393361,242.5441608,1.930679997,2.014545916,695.3505593,722.4369377,673.5479989,1.153226708,350.015524,208.5881186,1212.900199,99.71172028
60.27708942,54.96983256,57.93294571,1.774902777,9.157266778,2.021691062,587.4338598,242.5852397,1.929935033,2.014633461,695.3842477,722.4798685,671.1213289,1.152540507,350.4907463,208.5886485,1212.935868,99.71205337
60.28236095,54.99158,57.93891167,1.774775982,9.155856836,2.021801083,587.4831134,242.5430728,1.930073942,2.014800403,695.6030415,722.5231915,672.6748019,1.153686001,349.9488034,208.5832057,1212.948873,99.7119349
60.28517507,54.99342002,57.95872489,1.775277901,9.1562628,2.021875864,587.7558845,242.5403275,1.93052699,2.014620521,695.5016424,722.327838,671.9523078,1.152847858,350.1914702,208.5791288,1212.93888,99.71169567
60.28213489,54.99642436,57.95097655,1.77530789,9.155504937,2.021701863,587.4437569,242.5421264,1.929905334,2.014706188,695.3286498,722.4710518,672.0133992,1.152665951,350.2257561,208.5981114,1212.877111,99.71177085
60.28474414,54.98292161,57.94435467,1.774458999,9.156080381,2.021810656,587.7244443,242.5613694,1.930105081,2.014688479,695.3752861,722.4727563,672.8678386,1.153146653,350.660564,208.5907863,1212.954845,99.71189809
60.27960148,54.95984437,57.93381585,1.774494525,9.156080595,2.021961836,587.4619045,242.5738101,1.92993596,2.014635707,695.408988,722.3881414,671.5843835,1.15335346,350.9680584,208.5892748,1212.923008,99.71210243
60.28217887,54.97886459,57.93535575,1.77492322,9.156882693,2.021967236,587.5955002,242.5393724,1.930359668,2.015036275,695.5256358,722.4455291,671.0388473,1.153058984,350.4718803,208.5921322,1212.876015,99.71209924
60.28420836,54.95479382,57.95292157,1.774942017,9.156989543,2.021695987,587.5693677,242.5555187,1.930682527,2.015002962,695.3814771,722.4950572,672.8660415,1.152515525,349.9888148,208.5882479,1212.942929,99.71215964
60.27897237,54.99610728,57.94805876,1.775093123,9.157157402,2.021715874,587.455796,242.5825788,1.93004947,2.014594178,695.34858,722.3513435,671.5895445,1.153421249,351.1003386,208.5760609,1212.887052,99.71232805
60.28321492,54.96102922,57.94344039,1.774692403,9.157010741,2.021947075,587.4986359,242.5891134,1.93048127,2.014873927,695.4830544,722.326457,671.2971339,1.152927436,350.4776821,208.5846616,1212.919884,99.71229397
60.28247422,54.96591234,57.95101713,1.774795754,9.155896565,2.021968538,587.566236,242.5520045,1.930405028,2.014812195,695.3534592,722.5033711,673.793533,1.153173789,350.6210585,208.5842246,1212.900204,99.71206134
60.28139013,54.99373512,57.95747892,1.775348627,9.156725399,2.021680063,587.7974485,242.5454217,1.930608802,2.014590199,695.480028,722.4630206,672.2272824,1.152848737,351.0723879,208.5766419,1212.878195,99.71188759
60.27908141,54.987986,57.94146416,1.774896276,9.155944447,2.021693545,587.3964873,242.5717247,1.930079191,2.014749776,695.5106293,722.298336,671.1947321,1.152954357,350.8693347,208.5824824,1212.935094,99.7119032
60.28366859,54.9644306,57.95941795,1.775067097,9.155459349,2.021662797,587.7453381,242.5888354,1.930442803,2.014736251,695.4152385,722.2987663,672.2848328,1.152521776,350.7430997,208.5885208,1212.921669,99.71237724
60.28348743,54.97576072,57.9514615,1.775307121,9.156627683,2.021815949,587.762095,242.5587257,1.930601384,2.015069616,695.4250189,722.5029578,672.8952121,1.153747818,350.0936461,208.5732381,1212.939348,99.71236784
60.27836271,54.98029053,57.94207202,1.774753069,9.155844332,2.021677895,587.7639224,242.5551328,1.930672669,2.014910792,695.3561492,722.405563,672.4579144,1.153091027,350.1519095,208.5906997,1212.967346,99.71230155
60.2820168,54.95491093,57.95916241,1.774660932,9.1565447,2.021867353,587.6152423,242.5375792,1.930151268,2.014674091,695.430645,722.5129017,672.7076274,1.153760772,350.3804765,208.5743524,1212.895602,99.71194326
60.27874304,54.96576535,57.95086089,1.774480398,9.156812495,2.021765358,587.6037578,242.5386702,1.930620763,2.0149032,695.3596754,722.4149205,673.3476281,1.153584816,350.587401,208.5940828,1212.880101,99.7118398
60.28407647,54.96640457,57.95217146,1.775217335,9.156412436,2.021852062,587.5599986,242.5287157,1.930108179,2.014691531,695.607039,722.5067619,673.4596477,1.153646687,350.0052418,208.584716,1212.932904,99.71198292
60.27945936,54.97985202,57.95829808,1.774826049,9.156588596,2.02185057,587.7585549,242.5303355,1.930456458,2.014910824,695.520886,722.4672774,671.2950056,1.153522691,349.9099968,208.5966862,1212.968051,99.71223784
60.2781561,54.95901622,57.94717976,1.774817239,9.155350455,2.02189032,587.5775435,242.5588695,1.93028788,2.015043316,695.3426072,722.3151135,673.6724402,1.15348969,349.9979383,208.5785595,1212.967145,99.71181664
60.27772116,54.99472759,57.94900068,1.774682972,9.157142582,2.021673152,587.5717855,242.572374,1.930273275,2.014909668,695.5011212,722.3009206,673.59817,1.152674954,350.5397458,208.5910589,1212.935695,99.71192611
60.28221156,54.95713776,57.95148222,1.774518603,9.157082453,2.021898689,587.4874033,242.5271478,1.930425318,2.014797209,695.3484492,722.3641064,673.1622174,1.153474487,351.126108,208.5704507,1212.917237,99.71194042
60.28248535,54.97593446,57.9613989,1.774669757,9.157012711,2.021809905,587.6693295,242.5757932,1.930530122,2.014868827,695.5738346,722.504187,672.4884225,1.153573171,350.5466843,208.5828695,1212.914417,99.7118297
60.28056571,54.98336815,57.93125026,1.774629618,9.155806047,2.021944283,587.8207632,242.5581957,1.92993223,2.014575772,695.5553556,722.3010369,672.2592733,1.153740516,350.6660319,208.5843689,1212.927107,99.71181791
60.28138869,54.9557251,57.95197807,1.775206332,9.156412467,2.021867611,587.7648407,242.5862207,1.930739813,2.014545651,695.523983,722.3666019,673.6072368,1.153226629,350.4231616,208.585896,1212.890344,99.71168561
60.28146395,54.95586849,57.94237814,1.774871397,9.155309748,2.021943233,587.5179748,242.5202814,1.930375306,2.014800851,695.329822,722.4559767,671.0312617,1.15358397,350.386543,208.5819183,1212.876997,99.71184379
60.28021205,54.95506271,57.94639736,1.775341272,9.156796186,2.0218591,587.3439791,242.5441412,1.930119501,2.014566986,695.5176703,722.3504275,671.9797926,1.152715699,350.3025306,208.5781043,1212.904719,99.71216584
60.28505015,54.95739439,57.94386966,1.775056923,9.155311769,2.021908698,587.4466802,242.5365733,1.930246869,2.01494626,695.5668579,722.3121844,672.7826331,1.153275918,350.5250187,208.5895236,1212.904674,99.71220527
60.28466329,54.98475293,57.93508676,1.775149564,9.156868934,2.021870788,587.4675801,242.5735012,1.930041514,2.014781162,695.5103127,722.2807401,672.4658762,1.153548303,350.8487819,208.5918517,1212.902597,99.71189986
60.27728988,54.99177731,57.94582052,1.774691687,9.157061124,2.021951667,587.3560788,242.5454826,1.929928787,2.014818814,695.5043357,722.3333549,672.4626757,1.152401439,350.0450036,208.5928853,1212.914816,99.71230829
60.28513719,54.98476999,57.94888837,1.775057212,9.15594505,2.021909916,587.6542475,242.547761,1.930397557,2.014985113,695.5607088,722.2751931,672.6604058,1.15341456,349.9295538,208.5771286,1212.882627,99.71211053
60.28302046,54.98545429,57.9315737,1.774635475,9.157225308,2.021960162,587.714034,242.5381954,1.930403204,2.01483419,695.5418286,722.3494524,671.5872894,1.153542537,350.2373472,208.5992188,1212.884278,99.71162754
60.28054176,54.9956532,57.96013856,1.774706288,9.156048125,2.021946219,587.5347958,242.5405726,1.930142447,2.014637556,695.5872338,722.3905556,671.998036,1.152377209,350.2133886,208.5772677,1212.945215,99.71224918
60.27743163,54.9652239,57.95913109,1.774517213,9.155643148,2.021822004,587.7112388,242.5193367,1.930524577,2.015070526,695.3666805,722.2804183,673.6578891,1.153220742,350.029989,208.5779005,1212.954807,99.71180561
60.28234006,54.98579078,57.95603944,1.774605751,9.157058832,2.021808452,587.6507759,242.5890796,1.930743903,2.014976688,695.3379226,722.2753001,673.5607012,1.153246357,350.3510854,208.5802419,1212.962809,99.71231189
60.28419686,54.98598736,57.95724657,1.774829558,9.157024542,2.021894334,587.5635066,242.5535923,1.929901345,2.01481404,695.3838318,722.4800886,671.9027775,1.152572313,350.2584014,208.5813082,1212.929975,99.71175838
60.28046766,54.98509521,57.95263173,1.774786536,9.156857379,2.021707443,587.477194,242.5570993,1.930496096,2.015102065,695.5268349,722.3271322,671.64482,1.152791782,349.9512157,208.585247,1212.906395,99.7116865
60.28371723,54.9835009,57.96174892,1.775321094,9.155821776,2.021930411,587.3869744,242.5528667,1.930420084,2.014715363,695.5656315,722.2941742,673.5200094,1.153046873,350.9171072,208.5847737,1212.953957,99.71213653
60.27933053,54.97758377,57.93885896,1.774570107,9.157123537,2.021675135,587.6766898,242.5779895,1.930443213,2.015079692,695.4992335,722.3024736,672.8273478,1.152498909,350.0197679,208.5715066,1212.930169,99.71160175
60.27847728,54.97078865,57.9335125,1.774766315,9.155370974,2.02167676,587.369619,242.5664072,1.930062533,2.014873684,695.4370001,722.4684773,672.1020922,1.153340627,350.3610081,208.5704225,1212.909568,99.71182264
60.28184966,54.9668004,57.95350507,1.77453926,9.157280117,2.02172929,587.4611891,242.5379529,1.930637182,2.015005379,695.3227526,722.3640142,672.9423573,1.153239686,350.3676249,208.596986,1212.877257,99.71165008
60.28367951,54.97361091,57.93968599,1.774744472,9.155538192,2.02193196,587.6224001,242.5274999,1.930196513,2.015025849,695.4560785,722.4052188,671.5974462,1.153417406,350.5172142,208.5874972,1212.885868,99.71203923
60.28160824,54.98202543,57.93431233,1.77501955,9.155983425,2.021855167,587.4542651,242.5759405,1.93006541,2.014797969,695.4921335,722.4439844,673.102306,1.152387202,351.1447366,208.595551,1212.913318,99.71174036
60.28518431,54.98130648,57.94236356,1.775121505,9.156435531,2.021902793,587.7830756,242.5297692,1.929929272,2.014892766,695.5122867,722.4116,672.5733472,1.152723666,350.0239083,208.5823139,1212.907679,99.71165566
60.28205066,54.99189328,57.93650959,1.775162767,9.155875675,2.021881451,587.5387375,242.5190165,1.930591749,2.014939579,695.4335676,722.2818555,671.8544281,1.153097057,350.2790938,208.5784016,1212.906178,99.7122568
60.28326507,54.9823502,57.95488144,1.77474246,9.156646805,2.021933587,587.6623885,242.5629013,1.930620478,2.014593342,695.3529876,722.3070101,671.7336724,1.152921995,350.071007,208.5925303,1212.920074,99.71188705
60.2853937,54.98018649,57.93946478,1.775198003,9.156252523,2.021968087,587.4564614,242.5450487,1.930627932,2.014978385,695.4359581,722.462758,670.8849738,1.15300878,350.3500507,208.5860564,1212.952815,99.71161624
60.27824052,54.97840997,57.95485377,1.775022082,9.156743495,2.021759609,587.6976253,242.527341,1.930003868,2.014652472,695.5907136,722.3389006,671.2460048,1.152493495,350.9097435,208.5906309,1212.879918,99.7118875
60.28399581,54.99522536,57.95625602,1.774452912,9.15532516,2.021806253,587.6135823,242.5864693,1.930794187,2.014635991,695.3499487,722.4807922,672.2409527,1.153572338,350.0790029,208.5935795,1212.950758,99.71233586
60.28299986,54.97000271,57.95684582,1.775195155,9.155433196,2.021961035,587.6029933,242.5462747,1.930085723,2.015107996,695.4107814,722.4476066,671.7180525,1.152707069,350.3800747,208.5913939,1212.955567,99.71235328
60.28177966,54.99415678,57.93284296,1.775312966,9.155993425,2.021901442,587.7118849,242.5191881,1.930528076,2.01476416,695.3469884,722.3541293,671.3492006,1.153440548,349.9773064,208.5717086,1212.909299,99.71230683
60.27833879,54.98311293,57.93365403,1.774953614,9.156289141,2.02181805,587.4261496,242.5744066,1.930653105,2.0146189,695.513422,722.2788718,671.8240797,1.153256519,351.0093832,208.5795826,1212.924612,99.7117621
60.28436822,54.97842123,57.94670418,1.774886032,9.155996616,2.021769044,587.788521,242.5893198,1.930635792,2.014580182,695.5491111,722.4615386,671.0504279,1.152747163,350.5900024,208.591098,1212.948868,99.71172267
60.2781496,54.97799716,57.94420188,1.775310305,9.156479989,2.021722008,587.6989906,242.5581672,1.930206139,2.014587927,695.3206539,722.2780013,671.1428853,1.153166434,351.0305352,208.5964367,1212.906035,99.71188207
60.28260068,54.9544134,57.94362211,1.775331135,9.155736231,2.021883931,587.4765522,242.5695593,1.930015281,2.014638615,695.5303726,722.364381,672.4077305,1.152667122,350.0580684,208.5763738,1212.918106,99.71176285
60.28177708,54.97219861,57.95402209,1.774546173,9.155573552,2.021729886,587.527577,242.5634836,1.930177898,2.014580938,695.3705214,722.3503204,672.6696759,1.152821258,351.0436895,208.596256,1212.957087,99.71209865
